minute_of_day,diary_minute,tier_code,tier_label,weighted_minutes,share
663,423,03,Caring for and helping household members,1739121120,0.017411
663,423,04,Caring for and helping nonhousehold members,762645395,0.007635
663,423,05,Work and work-related activities,29542944875,0.295767
663,423,06,Education,4377611589,0.043826
663,423,07,Consumer purchases,3067454643,0.03071
663,423,08,Professional and personal care services,897279164,0.008983
663,423,09,Household services,129026997,0.001292
663,423,10,Government services and civic obligations,38768380,0.000388
663,423,11,Eating and drinking,5938754633,0.059455
663,423,12,"Socializing, relaxing, and leisure",16217072303,0.162356
663,423,13,"Sports, exercise, and recreation",1940460900,0.019427
663,423,14,Religious and spiritual activities,1718569951,0.017205
663,423,15,Volunteer activities,1219694430,0.012211
663,423,16,Telephone calls,659875530,0.006606
663,423,18,Traveling,7322661207,0.07331
663,423,50,Insufficient detail,921869367,0.009229
664,424,01,Personal care (incl. sleep),8077693035,0.080869
664,424,02,Household activities,15311070227,0.153285
664,424,03,Caring for and helping household members,1750635346,0.017526
664,424,04,Caring for and helping nonhousehold members,762645395,0.007635
664,424,05,Work and work-related activities,29542944875,0.295767
664,424,06,Education,4377611589,0.043826
664,424,07,Consumer purchases,3071227449,0.030747
664,424,08,Professional and personal care services,897279164,0.008983
664,424,09,Household services,129026997,0.001292
664,424,10,Government services and civic obligations,38768380,0.000388
664,424,11,Eating and drinking,5974039171,0.059809
664,424,12,"Socializing, relaxing, and leisure",16237927239,0.162565
664,424,13,"Sports, exercise, and recreation",1945379612,0.019476
664,424,14,Religious and spiritual activities,1718569951,0.017205
664,424,15,Volunteer activities,1219694430,0.012211
664,424,16,Telephone calls,659875530,0.006606
664,424,18,Traveling,7249711160,0.07258
664,424,50,Insufficient detail,921869367,0.009229
665,425,01,Personal care (incl. sleep),8079464385,0.080887
665,425,02,Household activities,15275024064,0.152925
665,425,03,Caring for and helping household members,1700011202,0.01702
665,425,04,Caring for and helping nonhousehold members,761812778,0.007627
665,425,05,Work and work-related activities,29615056629,0.296489
665,425,06,Education,4410132000,0.044152
665,425,07,Consumer purchases,3211676798,0.032153
665,425,08,Professional and personal care services,914458381,0.009155
665,425,09,Household services,133821626,0.00134
665,425,10,Government services and civic obligations,38768380,0.000388
665,425,11,Eating and drinking,6043947323,0.060508
665,425,12,"Socializing, relaxing, and leisure",16338758542,0.163574
665,425,13,"Sports, exercise, and recreation",1956587844,0.019588
665,425,14,Religious and spiritual activities,1733667697,0.017356
665,425,15,Volunteer activities,1233213030,0.012346
665,425,16,Telephone calls,563792773,0.005644
665,425,18,Traveling,6944946155,0.069529
665,425,50,Insufficient detail,930829310,0.009319
666,426,01,Personal care (incl. sleep),8083429159,0.080927
666,426,02,Household activities,15255396112,0.152728
666,426,03,Caring for and helping household members,1700011202,0.01702
666,426,04,Caring for and helping nonhousehold members,758216660,0.007591
666,426,05,Work and work-related activities,29590745990,0.296245
666,426,06,Education,4410132000,0.044152
666,426,07,Consumer purchases,3172602293,0.031762
666,426,08,Professional and personal care services,914458381,0.009155
666,426,09,Household services,133821626,0.00134
666,426,10,Government services and civic obligations,38768380,0.000388
666,426,11,Eating and drinking,6020420094,0.060273
666,426,12,"Socializing, relaxing, and leisure",16335332147,0.16354
666,426,13,"Sports, exercise, and recreation",1980898483,0.019832
666,426,14,Religious and spiritual activities,1750509825,0.017525
666,426,15,Volunteer activities,1242355048,0.012438
666,426,16,Telephone calls,563792773,0.005644
666,426,18,Traveling,6985572717,0.069935
666,426,50,Insufficient detail,949506027,0.009506
667,427,01,Personal care (incl. sleep),8015410839,0.080246
667,427,02,Household activities,15315829108,0.153333
667,427,03,Caring for and helping household members,1687596696,0.016895
667,427,04,Caring for and helping nonhousehold members,758216660,0.007591
667,427,05,Work and work-related activities,29597724276,0.296315
667,427,06,Education,4434583031,0.044396
667,427,07,Consumer purchases,3179994325,0.031836
667,427,08,Professional and personal care services,919816358,0.009209
667,427,09,Household services,133821626,0.00134
667,427,10,Government services and civic obligations,38768380,0.000388
667,427,11,Eating and drinking,5992876738,0.059997
667,427,12,"Socializing, relaxing, and leisure",16347661360,0.163663
667,427,13,"Sports, exercise, and recreation",1908465154,0.019106
667,427,14,Religious and spiritual activities,1750509825,0.017525
667,427,15,Volunteer activities,1242355048,0.012438
667,427,16,Telephone calls,563792773,0.005644
667,427,18,Traveling,7049040692,0.070571
667,427,50,Insufficient detail,949506027,0.009506
668,428,01,Personal care (incl. sleep),8033937098,0.080431
668,428,02,Household activities,15335793797,0.153533
668,428,03,Caring for and helping household members,1684099463,0.01686
668,428,04,Caring for and helping nonhousehold members,762590492,0.007635
668,428,05,Work and work-related activities,29597724276,0.296315
668,428,06,Education,4434583031,0.044396
668,428,07,Consumer purchases,3200470995,0.032041
668,428,08,Professional and personal care services,928484601,0.009295
668,428,09,Household services,127303760,0.001274
668,428,10,Government services and civic obligations,38768380,0.000388
668,428,11,Eating and drinking,6008153315,0.06015
668,428,12,"Socializing, relaxing, and leisure",16343612271,0.163623
668,428,13,"Sports, exercise, and recreation",1900959335,0.019031
668,428,14,Religious and spiritual activities,1750509825,0.017525
668,428,15,Volunteer activities,1252506950,0.012539
668,428,16,Telephone calls,555225267,0.005559
668,428,18,Traveling,6982142017,0.069901
668,428,50,Insufficient detail,949104043,0.009502
669,429,01,Personal care (incl. sleep),8029809270,0.08039
669,429,02,Household activities,15346649156,0.153642
669,429,03,Caring for and helping household members,1684099463,0.01686
669,429,04,Caring for and helping nonhousehold members,762590492,0.007635
669,429,05,Work and work-related activities,29597724276,0.296315
669,429,06,Education,4434583031,0.044396
669,429,07,Consumer purchases,3195136068,0.031988
669,429,08,Professional and personal care services,928484601,0.009295
669,429,09,Household services,127303760,0.001274
669,429,10,Government services and civic obligations,38768380,0.000388
669,429,11,Eating and drinking,6042349772,0.060492
669,429,12,"Socializing, relaxing, and leisure",16366092408,0.163848
669,429,13,"Sports, exercise, and recreation",1900959335,0.019031
669,429,14,Religious and spiritual activities,1750509825,0.017525
669,429,15,Volunteer activities,1252506950,0.012539
669,429,16,Telephone calls,555225267,0.005559
669,429,18,Traveling,6924072820,0.06932
669,429,50,Insufficient detail,949104043,0.009502
670,430,01,Personal care (incl. sleep),7971721786,0.079808
670,430,02,Household activities,15173392975,0.151907
670,430,03,Caring for and helping household members,1701406087,0.017033
670,430,04,Caring for and helping nonhousehold members,838494946,0.008395
670,430,05,Work and work-related activities,29708436514,0.297424
670,430,06,Education,4487606139,0.044927
670,430,07,Consumer purchases,3298769231,0.033025
670,430,08,Professional and personal care services,966034068,0.009671
670,430,09,Household services,110403968,0.001105
670,430,10,Government services and civic obligations,38768380,0.000388
670,430,11,Eating and drinking,6211304246,0.062184
670,430,12,"Socializing, relaxing, and leisure",16654012070,0.16673
670,430,13,"Sports, exercise, and recreation",1828066419,0.018302
670,430,14,Religious and spiritual activities,1768873531,0.017709
670,430,15,Volunteer activities,1253574764,0.01255
670,430,16,Telephone calls,590634377,0.005913
670,430,18,Traveling,6308407560,0.063156
670,430,50,Insufficient detail,976061857,0.009772
671,431,01,Personal care (incl. sleep),7957864832,0.079669
671,431,02,Household activities,15183934560,0.152013
671,431,03,Caring for and helping household members,1671999056,0.016739
671,431,04,Caring for and helping nonhousehold members,827761781,0.008287
671,431,05,Work and work-related activities,29689453664,0.297233
671,431,06,Education,4487606139,0.044927
671,431,07,Consumer purchases,3310137550,0.033139
671,431,08,Professional and personal care services,966034068,0.009671
671,431,09,Household services,110403968,0.001105
671,431,10,Government services and civic obligations,38768380,0.000388
671,431,11,Eating and drinking,6246037183,0.062532
671,431,12,"Socializing, relaxing, and leisure",16656078644,0.166751
671,431,13,"Sports, exercise, and recreation",1828066419,0.018302
671,431,14,Religious and spiritual activities,1768873531,0.017709
671,431,15,Volunteer activities,1253574764,0.01255
671,431,16,Telephone calls,587026885,0.005877
671,431,18,Traveling,6326285637,0.063335
671,431,50,Insufficient detail,976061857,0.009772
672,432,01,Personal care (incl. sleep),7960545803,0.079696
672,432,02,Household activities,15091811897,0.15109
672,432,03,Caring for and helping household members,1659286134,0.016612
672,432,04,Caring for and helping nonhousehold members,829779784,0.008307
672,432,05,Work and work-related activities,29709239051,0.297432
672,432,06,Education,4404063621,0.044091
672,432,07,Consumer purchases,3297627084,0.033014
672,432,08,Professional and personal care services,966034068,0.009671
672,432,09,Household services,110403968,0.001105
672,432,10,Government services and civic obligations,38768380,0.000388
672,432,11,Eating and drinking,6362739338,0.0637
672,432,12,"Socializing, relaxing, and leisure",16677570372,0.166966
672,432,13,"Sports, exercise, and recreation",1828066419,0.018302
672,432,14,Religious and spiritual activities,1768873531,0.017709
672,432,15,Volunteer activities,1253574764,0.01255
672,432,16,Telephone calls,580024836,0.005807
672,432,18,Traveling,6388843073,0.063961
672,432,50,Insufficient detail,958716794,0.009598
673,433,01,Personal care (incl. sleep),7960545803,0.079696
673,433,02,Household activities,15111994701,0.151292
673,433,03,Caring for and helping household members,1659286134,0.016612
673,433,04,Caring for and helping nonhousehold members,859186814,0.008602
673,433,05,Work and work-related activities,29718132370,0.297521
673,433,06,Education,4404063621,0.044091
673,433,07,Consumer purchases,3320224238,0.03324
673,433,08,Professional and personal care services,978250220,0.009794
673,433,09,Household services,110403968,0.001105
673,433,10,Government services and civic obligations,38768380,0.000388
673,433,11,Eating and drinking,6339533325,0.063468
673,433,12,"Socializing, relaxing, and leisure",16637652108,0.166566
673,433,13,"Sports, exercise, and recreation",1828066419,0.018302
673,433,14,Religious and spiritual activities,1768873531,0.017709
673,433,15,Volunteer activities,1253574764,0.01255
673,433,16,Telephone calls,580024836,0.005807
673,433,18,Traveling,6380296254,0.063876
673,433,50,Insufficient detail,937091430,0.009382
674,434,01,Personal care (incl. sleep),7960545803,0.079696
674,434,02,Household activities,15135538140,0.151528
674,434,03,Caring for and helping household members,1659286134,0.016612
674,434,04,Caring for and helping nonhousehold members,859186814,0.008602
674,434,05,Work and work-related activities,29718132370,0.297521
674,434,06,Education,4404063621,0.044091
674,434,07,Consumer purchases,3334111871,0.033379
674,434,08,Professional and personal care services,978250220,0.009794
674,434,09,Household services,110403968,0.001105
674,434,10,Government services and civic obligations,38768380,0.000388
674,434,11,Eating and drinking,6332457948,0.063397
674,434,12,"Socializing, relaxing, and leisure",16669613401,0.166886
674,434,13,"Sports, exercise, and recreation",1828066419,0.018302
674,434,14,Religious and spiritual activities,1768873531,0.017709
674,434,15,Volunteer activities,1253574764,0.01255
674,434,16,Telephone calls,580024836,0.005807
